DP 00879,"3-(4-methoxyphenyl)-4-(4-methylphenyl)-2,3-dihydro-1,3-thiazol-2-iminehydrochloride",,,,,,,,,,,1-{[(aminocarbohydrazonoyl)thio]methyl}-4-methylbenzene hydrochloride
DP 00881,2-oxo-2-phenylethyl thiocyanate,,,,,,,,,,,"2,5-di(3,4-dimethoxybenzylidene)cyclopentan-1-one"
DP 00892,5-(4-chloroanilino)-3-[(4-chlorobenzyl)thio]isothiazole-4-carbonitrile,,,,,,,,,,,"7-(4-chlorobenzylidene)-3-(4-chlorophenyl)-3,3a,4,5,6,7-hexahydro-2H-indazole,80<90%"
DP 00932,1-{[(aminocarbohydrazonoyl)thio]methyl}-4-methylbenzene hydrochloride,,,,,,,,,,,2-isopropyl-1H-benzo[d]imidazole
DP 00962,"2,5-di(3,4-dimethoxybenzylidene)cyclopentan-1-one",,,,,,,,,,,"2-(benzylthio)-1,4,5,6-tetrahydropyrimidin-3-ium chloride"
DP 00972,"7-(4-chlorobenzylidene)-3-(4-chlorophenyl)-3,3a,4,5,6,7-hexahydro-2H-indazole,80<90%",,,,,,,,,,,"2-[(2,3,4,5,6-pentamethylbenzyl)thio]-3H-benzo[d]imidazol-1-iumchloride"
DP 01004,2-isopropyl-1H-benzo[d]imidazole,,,,,,,,,,,N`1-(1-naphthylmethylidene)-2-aminobenzene-1-carbohydrazide
DP 01054,"2-(benzylthio)-1,4,5,6-tetrahydropyrimidin-3-ium chloride",,,,,,,,,,,2-(methylthio)-1H-benzo[d]imidazole hydroiodide
DP 01103,"2-[(2,3,4,5,6-pentamethylbenzyl)thio]-3H-benzo[d]imidazol-1-iumchloride",,,,,,,,,,,N1-(4-methoxybenzyl)-2-(1H-benzo[d]imidazol-2-yl)aniline
DP 01139,N`1-(1-naphthylmethylidene)-2-aminobenzene-1-carbohydrazide,,,,,,,,,,,"3-ethyl-6-[(4-methylbenzyl)thio]-1,2,3,4-tetrahydro-1,3,5-triazinehydrochloride"
DP 01217,2-(methylthio)-1H-benzo[d]imidazole hydroiodide,,,,,,,,,,,"6-(3,4-dichlorophenyl)-5,6-dihydrobenzo[4,5]imidazo[1,2-c]quinazoline"
DP 01273,N1-(4-methoxybenzyl)-2-(1H-benzo[d]imidazol-2-yl)aniline,,,,,,,,,,,"6-[(4-bromobenzyl)thio]-3-ethyl-1,2,3,4-tetrahydro-1,3,5-triazinehydrobromide"
DP 01304,"3-ethyl-6-[(4-methylbenzyl)thio]-1,2,3,4-tetrahydro-1,3,5-triazinehydrochloride",,,,,,,,,,,"3-(4-chlorophenyl)-6,7-dihydro-5H-pyrimido[2,1-b][1,3]thiazolehydrobromide"
DP 01321,"6-(3,4-dichlorophenyl)-5,6-dihydrobenzo[4,5]imidazo[1,2-c]quinazoline",,,,,,,,,,,"4-(2-chlorophenyl)-2-(3-pyridyl)-1,3-thiazole hydrobromide"
DP 01335,"6-[(4-bromobenzyl)thio]-3-ethyl-1,2,3,4-tetrahydro-1,3,5-triazinehydrobromide",,,,,,,,,,,"4-(2-chlorophenyl)-2-(4-pyridyl)-1,3-thiazole hydrobromide"
DP 01366,"3-(4-chlorophenyl)-6,7-dihydro-5H-pyrimido[2,1-b][1,3]thiazolehydrobromide",,,,,,,,,,,"1-cyclohexyl-2-[(2,6-dichlorobenzyl)thio]-1,4,5,6-tetrahydropyrimidinehydrochloride"
DP 01415,"4-(2-chlorophenyl)-2-(3-pyridyl)-1,3-thiazole hydrobromide",,,,,,,,,,,"2,6-di(4-chlorophenyl)-4-(3,4,5-trimethoxyphenyl)-4H-1,3,5-thiadiazine"
DP 01417,"4-(2-chlorophenyl)-2-(4-pyridyl)-1,3-thiazole hydrobromide",,,,,,,,,,,2-(4-bromophenyl)-2-oxoethyl thiocyanate
DP 01444,"1-cyclohexyl-2-[(2,6-dichlorobenzyl)thio]-1,4,5,6-tetrahydropyrimidinehydrochloride",,,,,,,,,,,"3-benzyl-6-(methylthio)-1,2,3,4-tetrahydro-1,3,5-triazine hydroiodide"
DP 01506,"2,6-di(4-chlorophenyl)-4-(3,4,5-trimethoxyphenyl)-4H-1,3,5-thiadiazine",,,,,,,,,,,"5-dodecyl-1,3,5-triazinane-2-thione"
DP 01545,2-(4-bromophenyl)-2-oxoethyl thiocyanate,,,,,,,,,,,"3-(2-chlorobenzyl)-5-methyl-2,3-dihydro-1,3,4-thiadiazol-2-iminehydrochloride"
DP 01558,"3-benzyl-6-(methylthio)-1,2,3,4-tetrahydro-1,3,5-triazine hydroiodide",,,,,,,,,,,N1-(4-chlorophenyl)-2-(4-benzyl-3-oxo-2-piperazinyl)acetamide
DP 01620,"5-dodecyl-1,3,5-triazinane-2-thione",,,,,,,,,,,"N`-[(3,5-dichloro-2-hydroxyphenyl)methylene]-2-(methylamino)benzohydrazide"
DP 01663,"3-(2-chlorobenzyl)-5-methyl-2,3-dihydro-1,3,4-thiadiazol-2-iminehydrochloride",,,,,,,,,,,"3-phenylimidazo[1,5-a]pyridine"
DP 01686,N1-(4-chlorophenyl)-2-(4-benzyl-3-oxo-2-piperazinyl)acetamide,,,,,,,,,,,"3-phenyl-2-thioxo-2,3,4,5-tetrahydro-1H-1,3,4-benzotriazepin-5-one"
DP 01760,"N`-[(3,5-dichloro-2-hydroxyphenyl)methylene]-2-(methylamino)benzohydrazide",,,,,,,,,,,"N`1-(3,5-dichloro-2-hydroxybenzylidene)-2-aminobenzene-1-carbohydrazide"
DP 01774,"3-phenylimidazo[1,5-a]pyridine",,,,,,,,,,,N`1-(5-bromo-2-hydroxybenzylidene)-2-aminobenzene-1-carbohydrazide
DP 01852,"3-phenyl-2-thioxo-2,3,4,5-tetrahydro-1H-1,3,4-benzotriazepin-5-one",,,,,,,,,,,"5-(4-chlorophenyl)-3-{[(4-chlorophenyl)thio]methyl}-1H-1,2,4-triazole"
DP 01887,"N`1-(3,5-dichloro-2-hydroxybenzylidene)-2-aminobenzene-1-carbohydrazide",,,,,,,,,,,"2-[(2-chloro-4-nitrophenyl)thio]-4,5-dihydro-1H-imidazole"
DP 01888,N`1-(5-bromo-2-hydroxybenzylidene)-2-aminobenzene-1-carbohydrazide,,,,,,,,,,,2-chloro-4-nitrophenyl 4-chlorophenyl sulfone
DP 01920,"5-(4-chlorophenyl)-3-{[(4-chlorophenyl)thio]methyl}-1H-1,2,4-triazole",,,,,,,,,,,"N`-isonicotinoyl-2,4-dimethylbenzohydrazide hydrochloride"
DP 01921,"2-[(2-chloro-4-nitrophenyl)thio]-4,5-dihydro-1H-imidazole",,,,,,,,,,,"4-(5-chloro-1-benzofuran-2-yl)-1,3-thiazol-2-amine dihydrobromidehydrate"
DP 01985,2-chloro-4-nitrophenyl 4-chlorophenyl sulfone,,,,,,,,,,,"1-[(4-chlorophenyl)sulfonyl]-3,5-di(trifluoromethyl)benzene"
DP 01990,"N`-isonicotinoyl-2,4-dimethylbenzohydrazide hydrochloride",,,,,,,,,,,2-hydroxybenzaldehyde 1-[3-(trifluoromethyl)phenyl]hydrazone
DP 02004,nan,,,,,,,,,,,5-chloro-2-hydroxybenzaldehyde 1-[3-(trifluoromethyl)phenyl]hydrazone
DP 02022,"4-(5-chloro-1-benzofuran-2-yl)-1,3-thiazol-2-amine dihydrobromidehydrate",,,,,,,,,,,3-morpholino-1-(2-naphthyl)propan-1-one hydrochloride
DP 02035,"1-[(4-chlorophenyl)sulfonyl]-3,5-di(trifluoromethyl)benzene",,,,,,,,,,,"1-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-morpholinopropan-1-onehydrochloride"
DP 02039,2-hydroxybenzaldehyde 1-[3-(trifluoromethyl)phenyl]hydrazone,,,,,,,,,,,"1-(2,4-dimethylphenyl)-3-morpholinopropan-1-one hydrochloride"
DP 02040,5-chloro-2-hydroxybenzaldehyde 1-[3-(trifluoromethyl)phenyl]hydrazone,,,,,,,,,,,"1-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-3-tetrahydro-1H-pyrrol-1-ylpropan-1-one hydrochloride"
DSHS 00080,3-morpholino-1-(2-naphthyl)propan-1-one hydrochloride,,,,,,,,,,,1-(2-naphthyl)-3-tetrahydro-1H-pyrrol-1-ylpropan-1-one hydrochloride
DSHS 00083,"1-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-morpholinopropan-1-onehydrochloride",,,,,,,,,,,"N4-{4-[(1,3-thiazol-2-ylamino)sulfonyl]phenyl}-3-(2-chlorophenyl)-5-methyl-4-isoxazolecarboxamide"
DSHS 00085,"1-(2,4-dimethylphenyl)-3-morpholinopropan-1-one hydrochloride",,,,,,,,,,,"1-[(3,5-dibromo-2-hydroxybenzylidene)amino]-3-methyl-2-naphthonitrile"
DSHS 00095,"1-(3-ethyl-5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)-3-tetrahydro-1H-pyrrol-1-ylpropan-1-one hydrochloride",,,,,,,,,,,"1-{[3-(2-chlorophenyl)-5-methylisoxazol-4-yl]carbonyl}-1,2,3,4,6,10b-hexahydropyrimido[2,1-a]isoindol-6-one"
DSHS 00100,1-(2-naphthyl)-3-tetrahydro-1H-pyrrol-1-ylpropan-1-one hydrochloride,,,,,,,,,,,N1-(4-methylidene-3-thia-1-azaspiro[4.5]dec-2-yliden)-3-(trifluoromethyl)aniline
DSHS 00193,"N4-{4-[(1,3-thiazol-2-ylamino)sulfonyl]phenyl}-3-(2-chlorophenyl)-5-methyl-4-isoxazolecarboxamide",,,,,,,,,,,"4-[(1,3-benzodioxol-5-ylmethylidene)amino]benzoic acid"
DSHS 00330,"1-[(3,5-dibromo-2-hydroxybenzylidene)amino]-3-methyl-2-naphthonitrile",,,,,,,,,,,"2,4b-dimethyl-1-[(3-oxo-2,3-dihydro-1H-indol-2-yliden)methyl]-1,2,3,4,4a,4b,5,8,8a,9,10,10a-dodecahydrophenanthrene-2-carboxylic acid"
DSHS 00342,"1-{[3-(2-chlorophenyl)-5-methylisoxazol-4-yl]carbonyl}-1,2,3,4,6,10b-hexahydropyrimido[2,1-a]isoindol-6-one",,,,,,,,,,,"2-(benzylamino)-2-(3,4-dichlorophenyl)acetonitrile"
DSHS 00428,N1-(4-methylidene-3-thia-1-azaspiro[4.5]dec-2-yliden)-3-(trifluoromethyl)aniline,,,,,,,,,,,"2-(2-chlorophenyl)-1,2,3,4-tetrahydroquinazolin-4-one"
DSHS 00502,"4-[(1,3-benzodioxol-5-ylmethylidene)amino]benzoic acid",,,,,,,,,,,4-bromo-2-[(4-fluoroanilino)methyl]phenol
DSHS 00509,"2,4b-dimethyl-1-[(3-oxo-2,3-dihydro-1H-indol-2-yliden)methyl]-1,2,3,4,4a,4b,5,8,8a,9,10,10a-dodecahydrophenanthrene-2-carboxylic acid",,,,,,,,,,,"N1-(4-fluorophenyl)-2,4,5-trichlorobenzene-1-sulfonamide"
DSHS 00540,nan,,,,,,,,,,,"N1-(3,4,5-trimethoxybenzylidene)-4-fluoroaniline"
DSHS 00561,"2-(benzylamino)-2-(3,4-dichlorophenyl)acetonitrile",,,,,,,,,,,"5-{[(2-nitrophenyl)thio]methyl}-4-[3-(trifluoromethyl)phenyl]-4H-1,2,4-triazole-3-thiol"
DSHS 00663,"2-(2-chlorophenyl)-1,2,3,4-tetrahydroquinazolin-4-one",,,,,,,,,,,N1-(4-pyridyl)-2-[(4-chlorophenyl)thio]-5-nitrobenzamide
DSHS 00681,4-bromo-2-[(4-fluoroanilino)methyl]phenol,,,,,,,,,,,"N1-(4,4-diethyl-5-methylidene-1,3-thiazolan-2-yliden)-3-chloroaniline"
DSHS 00690,"N1-(4-fluorophenyl)-2,4,5-trichlorobenzene-1-sulfonamide",,,,,,,,,,,"9b-phenyl-2,3,5,9b-tetrahydro-1H-imidazo[2,1-a]isoindol-5-one"
DSHS 00724,"N1-(3,4,5-trimethoxybenzylidene)-4-fluoroaniline",,,,,,,,,,,"4-(3,4-difluorophenyl)-4-azatricyclo[5.2.1.0~2,6~]dec-8-ene-3,5-dione"
DSHS 00876,"5-{[(2-nitrophenyl)thio]methyl}-4-[3-(trifluoromethyl)phenyl]-4H-1,2,4-triazole-3-thiol",,,,,,,,,,,N-(4-isopropylphenyl)-N`-[3-(trifluoromethyl)phenyl]thiourea
DSHS 00978,N1-(4-pyridyl)-2-[(4-chlorophenyl)thio]-5-nitrobenzamide,,,,,,,,,,,N-(3-methylphenyl)-N`-(4-pyridylmethyl)thiourea
DSHS 01039,"N1-(4,4-diethyl-5-methylidene-1,3-thiazolan-2-yliden)-3-chloroaniline",,,,,,,,,,,N-(2-chlorophenyl)-N`-(3-pyridylmethyl)thiourea
DSHS 01050,"9b-phenyl-2,3,5,9b-tetrahydro-1H-imidazo[2,1-a]isoindol-5-one",,,,,,,,,,,ethyl 4-[(morpholinocarbothioyl)amino]benzoate
DSHS 01086,"4-(3,4-difluorophenyl)-4-azatricyclo[5.2.1.0~2,6~]dec-8-ene-3,5-dione",,,,,,,,,,,"N4-(1,3-benzodioxol-5-yl)-3-(2-chlorophenyl)-5-methylisoxazole-4-carboxamide"
DSHS 01210,N-(4-isopropylphenyl)-N`-[3-(trifluoromethyl)phenyl]thiourea,,,,,,,,,,,"N1-(5-chloro-2-methylphenyl)-2-(1,3-benzodioxol-5-ylmethylidene)-1-(2-cyanoethyl)hydrazine-1-carbothioamide"
DSHS 01215,N-(3-methylphenyl)-N`-(4-pyridylmethyl)thiourea,,,,,,,,,,,"methyl N-(2,6-dichlorobenzoyl)-(methylthio)methanimidothioate"
DSHS 01225,N-(2-chlorophenyl)-N`-(3-pyridylmethyl)thiourea,,,,,,,,,,,"1-methylN1-(2,6-dichlorobenzoyl)-2-phenylhydrazine-1-carboximidothioate"
DSHS 01236,ethyl 4-[(morpholinocarbothioyl)amino]benzoate,,,,,,,,,,,"1-(4-chlorophenyl)-3,3-di(methylthio)prop-2-en-1-one"
DSHS 01254,"N4-(1,3-benzodioxol-5-yl)-3-(2-chlorophenyl)-5-methylisoxazole-4-carboxamide",,,,,,,,,,,1-chloro-2-({[(1-methyl-3-phenylprop-2-enylidene)amino]oxy}carbonyl)benzene
DSHS 01275,"N1-(5-chloro-2-methylphenyl)-2-(1,3-benzodioxol-5-ylmethylidene)-1-(2-cyanoethyl)hydrazine-1-carbothioamide",,,,,,,,,,,"2-(3-oxo-1,3-diphenylpropyl)malononitrile"
EN 00023,"methyl N-(2,6-dichlorobenzoyl)-(methylthio)methanimidothioate",,,,,,,,,,,"5-isobutylimidazolidine-2,4-dione"
EN 00070,"1-methylN1-(2,6-dichlorobenzoyl)-2-phenylhydrazine-1-carboximidothioate",,,,,,,,,,,2-{[(4-chlorobenzoyl)oxy]imino}adamantane
EN 00099,"1-(4-chlorophenyl)-3,3-di(methylthio)prop-2-en-1-one",,,,,,,,,,,2-{[(4-fluorobenzoyl)oxy]imino}adamantane
EN 00220,1-chloro-2-({[(1-methyl-3-phenylprop-2-enylidene)amino]oxy}carbonyl)benzene,,,,,,,,,,,2-({[3-(trifluoromethyl)benzoyl]oxy}imino)adamantane
FM 00023,nan,,,,,,,,,,,"3-(2-chloro-6-fluorophenyl)-5-methyl-4-{[(tricyclo[3.3.1.1~3,7~]dec-2-ylideneamino)oxy]carbonyl}isoxazole"
FM 00136,"2-(3-oxo-1,3-diphenylpropyl)malononitrile",,,,,,,,,,,"2-(1,2,3,4-tetrahydronaphthalen-1-yliden)hydrazine-1-carbothioamide"
FM 00152,"5-isobutylimidazolidine-2,4-dione",,,,,,,,,,,"N1-(2,5-dioxo-4a,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-3-yl)-4-chlorobenzamide"
FM 00196,2-{[(4-chlorobenzoyl)oxy]imino}adamantane,,,,,,,,,,,"{2-[(4-methyl-2-nitrophenoxy)methyl]-1,3-thiazolan-3-yl}[4-(trifluoromethyl)phenyl]methanone"
FM 00197,2-{[(4-fluorobenzoyl)oxy]imino}adamantane,,,,,,,,,,,"ethyl2-{2-[3,4-dihydronaphthalen-1(2H)-ylidene]hydrazino}-1,3-thiazole-4-carboxylate"
FM 00198,2-({[3-(trifluoromethyl)benzoyl]oxy}imino)adamantane,,,,,,,,,,,ethyl 2-amino-4-methylthiophene-3-carboxylate
FM 00211,"3-(2-chloro-6-fluorophenyl)-5-methyl-4-{[(tricyclo[3.3.1.1~3,7~]dec-2-ylideneamino)oxy]carbonyl}isoxazole",,,,,,,,,,,"1,4-dihydrothieno[3,2-d]pyrimidin-4-one"
FM 00217,"2-(1,2,3,4-tetrahydronaphthalen-1-yliden)hydrazine-1-carbothioamide",,,,,,,,,,,ethyl2-[(3-ethoxy-3-oxopropanoyl)amino]-4-methylthiophene-3-carboxylate
FM 00219,"N1-(2,5-dioxo-4a,5,7,7a-tetrahydro-2H-furo[3,4-b]pyran-3-yl)-4-chlorobenzamide",,,,,,,,,,,2-(2-thienyl)-4-(methylthio)-6-(4-pyridyl)pyridine
FM 00281,"{2-[(4-methyl-2-nitrophenoxy)methyl]-1,3-thiazolan-3-yl}[4-(trifluoromethyl)phenyl]methanone",,,,,,,,,,,O1-{[1-methyl-5-(trifluoromethyl)-1H-pyrazol-4-yl]carbonyl}-4-chlorobenzene-1-carbohydroximamide
FM 00302,"ethyl2-{2-[3,4-dihydronaphthalen-1(2H)-ylidene]hydrazino}-1,3-thiazole-4-carboxylate",,,,,,,,,,,O1-{[1-methyl-3-(trifluoromethyl)-1H-pyrazol-4-yl]carbonyl}-4-(tert-butyl)benzene-1-carbohydroximamide
GK 00116,ethyl 2-amino-4-methylthiophene-3-carboxylate,,,,,,,,,,,"N-[3,5-di(trifluoromethyl)phenyl]-N`-[2-(3-thienyl)vinyl]urea"
GK 00357,"1,4-dihydrothieno[3,2-d]pyrimidin-4-one",,,,,,,,,,,"methyl3-{[3,5-di(trifluoromethyl)anilino]sulfonyl}thiophene-2-carboxylate"
GK 00567,ethyl2-[(3-ethoxy-3-oxopropanoyl)amino]-4-methylthiophene-3-carboxylate,,,,,,,,,,,"6-(4-chlorophenyl)pyrimidine-2,4-diamine"
GK 00584,2-(2-thienyl)-4-(methylthio)-6-(4-pyridyl)pyridine,,,,,,,,,,,N-(3-chloro-4-methyl-2-thienyl)-N`-[4-(trifluoromethyl)phenyl]urea
GK 00805,O1-{[1-methyl-5-(trifluoromethyl)-1H-pyrazol-4-yl]carbonyl}-4-chlorobenzene-1-carbohydroximamide,,,,,,,,,,,O1-[(3-chloro-4-methyl-2-thienyl)carbonyl]-4-(tert-butyl)benzene-1-carbohydroximamide
GK 00806,O1-{[1-methyl-3-(trifluoromethyl)-1H-pyrazol-4-yl]carbonyl}-4-(tert-butyl)benzene-1-carbohydroximamide,,,,,,,,,,,O1-[(3-chloro-2-thienyl)carbonyl]-4-chlorobenzene-1-carbohydroximamide
GK 00860,"N-[3,5-di(trifluoromethyl)phenyl]-N`-[2-(3-thienyl)vinyl]urea",,,,,,,,,,,O1-[(3-chloro-2-thienyl)carbonyl]-4-(trifluoromethyl)benzene-1-carbohydroximamide
GK 00898,"methyl3-{[3,5-di(trifluoromethyl)anilino]sulfonyl}thiophene-2-carboxylate",,,,,,,,,,,"N1-[4-(trifluoromethyl)phenyl]-4-(2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)benzene-1-sulfonamide"
GK 01237,"6-(4-chlorophenyl)pyrimidine-2,4-diamine",,,,,,,,,,,1-phenyl-5-(trifluoromethyl)-1H-pyrazole-4-carboxylic acid
GK 01359,N-(3-chloro-4-methyl-2-thienyl)-N`-[4-(trifluoromethyl)phenyl]urea,,,,,,,,,,,O1-{[1-phenyl-5-(trifluoromethyl)-1H-pyrazol-4-yl]carbonyl}-4-(tert-butyl)benzene-1-carbohydroximamide
GK 01380,O1-[(3-chloro-4-methyl-2-thienyl)carbonyl]-4-(tert-butyl)benzene-1-carbohydroximamide,,,,,,,,,,,2-pyridyl 1-(4-chlorophenyl)-5-propyl-1H-pyrazole-4-carbothioate
GK 01387,O1-[(3-chloro-2-thienyl)carbonyl]-4-chlorobenzene-1-carbohydroximamide,,,,,,,,,,,"methyl 2-[(7-methylthieno[3,2-d]pyrimidin-4-yl)thio]acetate"
GK 01388,O1-[(3-chloro-2-thienyl)carbonyl]-4-(trifluoromethyl)benzene-1-carbohydroximamide,,,,,,,,,,,"5-(3,4-dihydro-2H-chromen-2-yl)-3-[3,5-di(trifluoromethyl)phenyl]-1,2,4-oxadiazole"
GK 01394,"N1-[4-(trifluoromethyl)phenyl]-4-(2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)benzene-1-sulfonamide",,,,,,,,,,,N-(3-chloro-2-thienyl)-N`-[4-(trifluoromethyl)phenyl]urea
GK 01493,1-phenyl-5-(trifluoromethyl)-1H-pyrazole-4-carboxylic acid,,,,,,,,,,,N-(4-methyl-2-thienyl)-N`-[4-(trifluoromethyl)phenyl]urea
GK 01514,O1-{[1-phenyl-5-(trifluoromethyl)-1H-pyrazol-4-yl]carbonyl}-4-(tert-butyl)benzene-1-carbohydroximamide,,,,,,,,,,,"1-(2,6-dibromo-4-methylphenyl)-2,5-dihydro-1H-pyrrole-2,5-dione"
GK 01594,2-pyridyl 1-(4-chlorophenyl)-5-propyl-1H-pyrazole-4-carbothioate,,,,,,,,,,,1-(4-chlorophenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carbohydrazide
GK 01655,"methyl 2-[(7-methylthieno[3,2-d]pyrimidin-4-yl)thio]acetate",,,,,,,,,,,"methyl3-[2-(2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)-4-(trifluoromethyl)phenoxy]thiophene-2-carboxylate"
GK 01892,"5-(3,4-dihydro-2H-chromen-2-yl)-3-[3,5-di(trifluoromethyl)phenyl]-1,2,4-oxadiazole",,,,,,,,,,,"2-chlorobenzaldehyde 1-(5-methylthieno[2,3-d]pyrimidin-4-yl)hydrazone"
GK 01970,N-(3-chloro-2-thienyl)-N`-[4-(trifluoromethyl)phenyl]urea,,,,,,,,,,,O1-[(4-methyl-2-thienyl)carbonyl]-4-(tert-butyl)benzene-1-carbohydroximamide
GK 02006,N-(4-methyl-2-thienyl)-N`-[4-(trifluoromethyl)phenyl]urea,,,,,,,,,,,N1-[4-(4-fluorophenoxy)phenyl]-4-methylbenzene-1-sulfonamide
GK 02019,"1-(2,6-dibromo-4-methylphenyl)-2,5-dihydro-1H-pyrrole-2,5-dione",,,,,,,,,,,N1-[4-(4-fluorophenoxy)phenyl]-4-chlorobenzene-1-sulfonamide
GK 02092,1-(4-chlorophenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carbohydrazide,,,,,,,,,,,methyl 3-[(cyclopropylcarbonyl)amino]thiophene-2-carboxylate
GK 02199,"methyl3-[2-(2,5-dioxo-2,5-dihydro-1H-pyrrol-1-yl)-4-(trifluoromethyl)phenoxy]thiophene-2-carboxylate",,,,,,,,,,,ethyl 1-(4-aminophenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carboxylate
GK 02221,"2-chlorobenzaldehyde 1-(5-methylthieno[2,3-d]pyrimidin-4-yl)hydrazone",,,,,,,,,,,N4-(3-chlorophenyl)-1-(4-nitrophenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carboxamide
GK 02269,O1-[(4-methyl-2-thienyl)carbonyl]-4-(tert-butyl)benzene-1-carbohydroximamide,,,,,,,,,,,O1-{[1-(4-nitrophenyl)-5-(trifluoromethyl)-1H-pyrazol-4-yl]carbonyl}-4-chlorobenzene-1-carbohydroximamide
GK 02386,N1-[4-(4-fluorophenoxy)phenyl]-4-methylbenzene-1-sulfonamide,,,,,,,,,,,O1-[(3-ethoxy-2-thienyl)carbonyl]-4-(trifluoromethyl)benzene-1-carbohydroximamide
GK 02387,N1-[4-(4-fluorophenoxy)phenyl]-4-chlorobenzene-1-sulfonamide,,,,,,,,,,,O1-[(4-bromo-3-methoxy-2-thienyl)carbonyl]-4-chlorobenzene-1-carbohydroximamide
GK 02395,methyl 3-[(cyclopropylcarbonyl)amino]thiophene-2-carboxylate,,,,,,,,,,,"O1-[(4-bromo-3-methoxy-2-thienyl)carbonyl]-3,5-di(trifluoromethyl)benzene-1-carbohydroximamide"
GK 02419,ethyl 1-(4-aminophenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carboxylate,,,,,,,,,,,"O1-[(4-bromo-3-methoxy-2-thienyl)carbonyl]-2,4-difluorobenzene-1-carbohydroximamide"
GK 02434,N4-(3-chlorophenyl)-1-(4-nitrophenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carboxamide,,,,,,,,,,,"N1-[4-(trifluoromethyl)phenyl]-4-(7-methylthieno[3,2-d]pyrimidin-4-yl)piperazine-1-carbothioamide"
GK 02445,O1-{[1-(4-nitrophenyl)-5-(trifluoromethyl)-1H-pyrazol-4-yl]carbonyl}-4-chlorobenzene-1-carbohydroximamide,,,,,,,,,,,"N1-[4-(trifluoromethoxy)phenyl]-4-(5-methylthieno[2,3-d]pyrimidin-4-yl)piperazine-1-carboxamide"
GK 02545,O1-[(3-ethoxy-2-thienyl)carbonyl]-4-(trifluoromethyl)benzene-1-carbohydroximamide,,,,,,,,,,,"N1-{4-[(trifluoromethyl)thio]phenyl}-4-(5-methylthieno[2,3-d]pyrimidin-4-yl)piperazine-1-carboxamide"
GK 02596,O1-[(4-bromo-3-methoxy-2-thienyl)carbonyl]-4-chlorobenzene-1-carbohydroximamide,,,,,,,,,,,"N1-[4-(trifluoromethyl)phenyl]-4-(5-methylthieno[2,3-d]pyrimidin-4-yl)piperazine-1-carbothioamide"
GK 02598,"O1-[(4-bromo-3-methoxy-2-thienyl)carbonyl]-3,5-di(trifluoromethyl)benzene-1-carbohydroximamide",,,,,,,,,,,methyl 2-aminothiophene-3-carboxylate
GK 02599,"O1-[(4-bromo-3-methoxy-2-thienyl)carbonyl]-2,4-difluorobenzene-1-carbohydroximamide",,,,,,,,,,,"N1-[3,5-di(trifluoromethyl)phenyl]-4-thieno[2,3-d]pyrimidin-4-ylpiperazine-1-carbothioamide"
GK 02688,"N1-[4-(trifluoromethyl)phenyl]-4-(7-methylthieno[3,2-d]pyrimidin-4-yl)piperazine-1-carbothioamide",,,,,,,,,,,"N4-(4-chlorophenethyl)thieno[2,3-d]pyrimidin-4-amine"
GK 02713,"N1-[4-(trifluoromethoxy)phenyl]-4-(5-methylthieno[2,3-d]pyrimidin-4-yl)piperazine-1-carboxamide",,,,,,,,,,,"5-(4-nitrophenyl)-2H-1,2,3,4-tetraazole"
GK 02714,"N1-{4-[(trifluoromethyl)thio]phenyl}-4-(5-methylthieno[2,3-d]pyrimidin-4-yl)piperazine-1-carboxamide",,,,,,,,,,,ethyl2-[({amino[4-(tert-butyl)phenyl]methylene}amino)oxy]-4-(trifluoromethyl)-5-pyrimidinecarboxylate
GK 02719,"N1-[4-(trifluoromethyl)phenyl]-4-(5-methylthieno[2,3-d]pyrimidin-4-yl)piperazine-1-carbothioamide",,,,,,,,,,,1-[3-amino-5-(4-isobutylphenyl)-2-thienyl]ethan-1-one
GK 02784,methyl 2-aminothiophene-3-carboxylate,,,,,,,,,,,"methyl 4,5-dimethoxy-2-{[(4-methylphenyl)sulfonyl]amino}benzoate"
GK 02901,"N1-[3,5-di(trifluoromethyl)phenyl]-4-thieno[2,3-d]pyrimidin-4-ylpiperazine-1-carbothioamide",,,,,,,,,,,"methyl 2-{[(3,5-dichloroanilino)carbonyl]amino}-4,5-dimethoxybenzoate"
GK 02915,"N4-(4-chlorophenethyl)thieno[2,3-d]pyrimidin-4-amine",,,,,,,,,,,"1-(3-benzoyl-4-methyl-2-thienyl)-1H-pyrrole-2,5-dione"
